,ProductID,Description,Name,Type,Color,Size,Image
179,402.712.59,"The dense, thick pile dampens sound and provides a soft surface to walk on.",DUM,"Rug, high pile",Off-white,195 cm,images/objects/402.712.59.jpg
180,701.034.10,Each handmade shade is unique.,REGOLIT,Pendant lamp shade,White,45 cm,images/objects/701.034.10.jpg
181,603.195.28,"A mess on the dining table, spills on the floor, children with runny noses or maybe a nappy change in a hurry? Then it can be good to have a muslin handy - as a drying cloth, bib or temporary babycare mat.",HIMMELSK,Muslin square,"White,grey",Not known,images/objects/603.195.28.jpg
182,202.902.11,"Practical to bring along to create a cosy, familiar environment for your baby.",CHARMTROLL,Sleeping bag,"Beige,white",0-6,images/objects/202.902.11.jpg
183,902.642.99,Embroidered motifs.,BRUMBJRN,Blanket,"White,beige",90x90 cm,images/objects/902.642.99.jpg
184,202.561.51,Ideal for making your own lace curtains.,SUNRID,Fabric,White,150 cm,images/objects/202.561.51.jpg
185,298.766.51,"You can keep both hanging and folded clothes in this wardrobe, since it has a clothes rail, shelf and drawers.",STUVA,"Storage combination w doors,drawers","White,white",60x50x192 cm,images/objects/298.766.51.jpg
186,902.642.18,With the hood pulled down the armchair is a secret hiding-place for the child.,IKEA PS LMSK,Swivel armchair,"Orange,light orange",Not known,images/chair/902.642.18.jpg
187,901.301.63,Encourages role play which helps children to develop social skills by imitating grown-ups and inventing their own roles.,DUKTIG,"10-piece coffee,tea set",Multicolour,Not known,images/objects/901.301.63.jpg
188,802.565.01,"Your child will have fun playing shop with their friends, while they also learn about counting and money.",DUKTIG,Toy cash register,Not known,Not known,images/objects/802.565.01.jpg
189,100.992.89,Castors included.,VESSLA,Storage crate with castors,Light pink,39x39 cm,images/objects/100.992.89.jpg
190,002.735.14,Gives good support when reading or playing computer games.,BOLLKR,Soft toy,Orange,33 cm,images/objects/002.735.14.jpg
191,902.735.19,Gives good support when reading or playing computer games.,BOLLTOKIG,Soft toy,Yellow,27 cm,images/objects/902.735.19.jpg
192,202.962.65,"You can turn the rug over and use it longer, as it looks the same on both sides.",STICKAT,"Rug, braided","Orange,yellow",75 cm,images/objects/202.962.65.jpg
193,490.017.91,"You can keep both hanging and folded clothes in this wardrobe, since it has a clothes rail, shelf and drawers.",STUVA,"Storage combination w doors,drawers","White,black",60x50x192 cm,images/objects/490.017.91.jpg
194,690.017.85,Low storage makes it easier for children to reach and organise their things.,STUVA,Storage bench,"White,black",90x50x50 cm,images/objects/690.017.85.jpg
195,390.314.68,"The space under the bed can be used as storage. For an additional sleeping solution, you can combine this bed frame with FLAXA underbed.",FLAXA,Bed frm w headboard+slatted bd base,White,90x200 cm,images/objects/390.314.68.jpg
196,390.314.68,"The space under the bed can be used as storage. For an additional sleeping solution, you can combine this bed frame with FLAXA underbed.",FLAXA,Bed frm w headboard+slatted bd base,White,90x200 cm,images/objects/390.314.68.jpg
197,102.479.68,This underbed creates an extra sleeping-place under FLAXA bed frame with headboard.,FLAXA,Underbed,White,90x200 cm,images/objects/102.479.68.jpg
198,002.479.64,Headboard with open shelves and a hidden pull-out storage unit with castors.,FLAXA,Headboard with storage compartment,"White,green",90 cm,images/objects/002.479.64.jpg
199,101.513.19,The combed cotton gives the bedlinen an extra smooth and even surface which feels soft against your skin.,GSPA,Quilt cover and 2 pillowcases,Dark grey,"150x200,50x80 cm",images/couch/101.513.19.jpg
200,101.513.19,The combed cotton gives the bedlinen an extra smooth and even surface which feels soft against your skin.,GSPA,Quilt cover and 2 pillowcases,Dark grey,"150x200,50x80 cm",images/couch/101.513.19.jpg
201,402.734.23,"The latex backing keeps the rug in place when the child runs,plays on it.",LEVANDE,"Rug, flatwoven",Black,133x160 cm,images/objects/402.734.23.jpg
202,502.735.35,Practical storage for all small things.,GISSA,Wall pockets,Black,60x85 cm,images/objects/502.735.35.jpg
203,302.732.30,Gives good support when reading or playing computer games.,SLINGRIG,Cushion,"White,orange",40x40 cm,images/objects/302.732.30.jpg
204,602.636.06,Helps you organise everything from small desk accessories to make-up and hair clips.,TJENA,Box with compartments,Black,27x35x10 cm,images/objects/602.636.06.jpg
205,001.696.59,You can easily direct the light where you want it because the lamp arm and head are adjustable.,JANSJ,LED work lamp,Black,60 cm,images/objects/001.696.59.jpg
206,291.805.24,"With the included colourful stickers, you can quickly label drawers and cabinets in your own personal way.","STUVA,FLJA",Storage bench,White,90x50x50 cm,images/objects/291.805.24.jpg
207,703.057.00,"Extendable, so it can be pulled out as your child grows.",BUSUNGE,Extendable bed,White,80x200 cm,images/objects/703.057.00.jpg
208,703.057.00,"Extendable, so it can be pulled out as your child grows.",BUSUNGE,Extendable bed,White,80x200 cm,images/objects/703.057.00.jpg
209,301.165.51,Easy to keep clean since the cover can be machine washed.,PONG,Children's armchair,"Birch veneer,alms natural",Not known,images/chair/301.165.51.jpg
210,002.907.78,"Your child can easily find that favourite book, as the wall storage has an open front.",FLISAT,Wall storage,Not known,Not known,images/objects/002.907.78.jpg
211,302.213.16,"All soft toys are good at hugging, comforting and listening and are fond of play and mischief. In addition, they are reliable and tested for safety.",KRAMIG,Soft toy,"White,black",Not known,images/objects/302.213.16.jpg
212,291.239.58,"Extendable, so it can be pulled out as your child grows.",MINNEN,Ext bed frame with slatted bed base,White,80x200 cm,images/objects/291.239.58.jpg
213,291.239.58,"Extendable, so it can be pulled out as your child grows.",MINNEN,Ext bed frame with slatted bed base,White,80x200 cm,images/objects/291.239.58.jpg
214,002.645.81,"Cotton, soft and nice against your child's skin.",LEKRUM,Quilt cover and pillowcase,Pink,"150x200,50x80 cm",images/objects/002.645.81.jpg
215,402.989.23,"The lyocell,cotton blend absorbs and draws moisture away from your body and keeps you dry all night long.",FLICKGA,Quilt cover and pillowcase,"White,multicolour","150x200,50x80 cm",images/objects/402.989.23.jpg
216,502.523.97,Getting dressed is much more fun for children when they have their own mirror inside or outside the wardrobe door.,DRMMARE,Mirror,Not known,16x50 cm,images/mirror/502.523.97.jpg
217,502.523.97,Getting dressed is much more fun for children when they have their own mirror inside or outside the wardrobe door.,DRMMARE,Mirror,Not known,16x50 cm,images/mirror/502.523.97.jpg
218,302.519.40,"Mirror that stands on the table and has a practical storage space for jewellery, hairspray and accessories.",BETRAKTA,Table mirror with storage,"Black,pink",28x21 cm,images/mirror/302.519.40.jpg
219,302.519.40,"Mirror that stands on the table and has a practical storage space for jewellery, hairspray and accessories.",BETRAKTA,Table mirror with storage,"Black,pink",28x21 cm,images/mirror/302.519.40.jpg
220,002.399.59,The design shows the colourful interior of a house and your child can have fun playing on the rug with their dolls and doll furniture.,RUMMET,"Rug, low pile",Multicolour,100x133 cm,images/objects/002.399.59.jpg
221,502.528.49,The cover adds colour to NPEN clothes stand and makes it a fun decorative element in your childs room.,NPEN,Clothes stand cover,Turquoise,48 cm,images/objects/502.528.49.jpg
222,402.379.15,Your child will have fun testing out different clothes and outfits on the clothes stand and deciding what to wear.,NPEN,Clothes stand,White,77-127 cm,images/objects/402.379.15.jpg
223,602.364.82,Your child can place this heart-shaped cushion on the bed or a chair to create a unique atmosphere in their room.,SRBAR,Cushion,Heart lilac,30x40 cm,images/objects/602.364.82.jpg
224,402.364.78,The cushion has decorative embroidery.,ROSIG,Cushion,"Dotted,pink",35 cm,images/objects/402.364.78.jpg
225,503.002.99,The cushion is playful and decorative.,THORINE,Cushion,Dog multicolour,43x47 cm,images/objects/503.002.99.jpg
226,800.892.39,Fits in TROFAST frames.,TROFAST,Storage box,White,42x30x10 cm,images/objects/800.892.39.jpg
227,202.743.48,"Extendable, so it can be pulled out as your child grows.",BUSUNGE,Extendable bed,Medium blue,80x200 cm,images/objects/202.743.48.jpg
228,202.743.48,"Extendable, so it can be pulled out as your child grows.",BUSUNGE,Extendable bed,Medium blue,80x200 cm,images/objects/202.743.48.jpg
229,602.290.14,Comes with 2 drawers for a roomy storage space.,BUSUNGE,Chest of 2 drawers,Medium blue,80x75 cm,images/objects/602.290.14.jpg
230,702.675.62,Made of plastic which makes it easy to carry and move for children.,MAMMUT,Children's stool,"In,outdoor,dark blue",Not known,images/objects/702.675.62.jpg
231,602.644.27,"Cotton, soft and nice against your child's skin.",LEKANDE,Bedspread,"Pink,red",120x180 cm,images/objects/602.644.27.jpg
232,602.604.48,"All soft toys are good at hugging, comforting and listening and are fond of play and mischief. In addition, they are reliable and tested for safety.",KNORRIG,Soft toy,"Pig,pink",Not known,images/objects/602.604.48.jpg
233,001.414.01,"All soft toys are good at hugging, comforting and listening and are fond of play and mischief. In addition, they are reliable and tested for safety.",FABLER BJRN,Soft toy,Beige,21 cm,images/objects/001.414.01.jpg
234,301.377.75,"All soft toys are good at hugging, comforting and listening and are fond of play and mischief. In addition, they are reliable and tested for safety.",GOSIG KANIN,Soft toy,Beige,20 cm,images/objects/301.377.75.jpg
235,902.824.39,"Made of cotton and lyocell, both natural materials that are soft against the skin. Lyocell absorbs and transports moisture away and keeps a comfortable sleeping temperature all night long.",NANIG,3-piece bedlinen set for cot,Pink,"110x125,35x55 cm",images/objects/902.824.39.jpg
236,101.920.13,"Crawling helps develop motor skills and the brain to sort sensory impressions, among other things.",BUSA,Play tunnel,Not known,Not known,images/objects/101.920.13.jpg
237,002.967.42,"Made from 100% cotton, a natural material thats soft against your childs skin and gets softer with every wash.",STICKAT,Quilt cover and pillowcase,Multicolour,"150x200,50x80 cm",images/objects/002.967.42.jpg
238,890.291.18,Low storage makes it easier for children to reach and organise their things.,STUVA,Storage combination with doors,"White,birch",60x50x128 cm,images/objects/890.291.18.jpg
239,702.978.42,Space-saving baskets that help to keep your childrens belongings organised.,STICKAT,"Basket, set of 2","Green,pink",20 cm,images/objects/702.978.42.jpg
240,800.985.16,Castors included.,VESSLA,Storage crate with castors,Blue,39x39 cm,images/objects/800.985.16.jpg
241,501.784.11,Its small dimensions make it especially suitable for small rooms or spaces.,LTT,Children's table with 2 chairs,"White,pine",Not known,images/chair/501.784.11.jpg
242,702.962.63,"You can turn the rug over and use it longer, as it looks the same on both sides.",STICKAT,"Rug, braided","Turquoise,lilac",75 cm,images/objects/702.962.63.jpg
243,902.994.49,A good solution where space is limited.,TUFFING,Loft bed frame,Not known,90x200 cm,images/objects/902.994.49.jpg
244,198.850.43,You sit comfortably since the chair is adjustable in height.,JULES,Junior desk chair,"White,silver-colour",Not known,images/chair/198.850.43.jpg
245,291.335.61,"You can keep both hanging and folded clothes in this wardrobe since it has a clothes rail, shelf and wire basket.",STUVA,Wardrobe,"White,black",60x50x192 cm,images/objects/291.335.61.jpg
246,902.962.95,Clever storage solution that you can hang on our childrens beds.,STICKAT,Bed pocket,Pink,39x30 cm,images/objects/902.962.95.jpg
247,301.510.35,You can display one picture on each side as the frame has no back panel.,TOLSBY,Frame for 2 pictures,White,10x15 cm,images/objects/301.510.35.jpg
248,702.553.33,"All soft toys are good at hugging, comforting and listening and are fond of play and mischief. In addition, they are reliable and tested for safety.",NOJSIG,Soft toy,Princess,Not known,images/objects/702.553.33.jpg
249,402.017.37,"A desk for drawing, studying, reading and doing hobbies that also fits in a small space.",SUNDVIK,Children's desk,White,58x45 cm,images/objects/402.017.37.jpg
250,890.177.85,Low storage makes it easier for children to reach and organise their things.,STUVA,"Storage combination w doors,drawers","White,black",60x50x128 cm,images/objects/890.177.85.jpg
251,301.286.29,"You can transform the bench into an extra storage space by simply adding a storage box underneath, sold separately.",STUVA,Bench,White,90x50x50 cm,images/objects/301.286.29.jpg
252,603.323.70,"Turns a bench into soft, comfortable seating and fits perfectly STUVA bench.",HEMMAHOS,Bench pad,Black,90x49x3 cm,images/objects/603.323.70.jpg
253,803.288.24,"Colourful, freestanding basket with room for everything from toys and clothes to important personal items.",FLYTTBAR,Basket with lid,Yellow,Not known,images/objects/803.288.24.jpg
254,903.324.63,A bed canopy with a roof and windows  nice to crawl under when your child wants to snuggle a little in the bed.,HEMMAHOS,Bed canopy,"Black,white",Not known,images/objects/903.324.63.jpg
